,선수명,연도,팀명,이닝,삼진,출루율
548,손문곤,1989,빙그레,5.0,0.0,0.825
549,강만식,1989,빙그레,,0.0,
550,박정은,1989,삼성,2.0,1.0,1.0
551,이현택,1989,삼성,1.0,0.0,1.0
552,김성길,1989,삼성,233.2,97.0,0.308
553,유명선,1989,삼성,170.2,102.0,0.344
554,권영호,1989,삼성,86.2,41.0,0.34700000000000003
555,송광훈,1989,삼성,17.0,15.0,0.494
556,성준,1989,삼성,58.1,14.0,0.335
557,김훈기,1989,삼성,50.0,14.0,0.341
558,정윤수,1989,삼성,38.0,21.0,0.414
559,오명록,1989,삼성,53.1,28.0,0.353
560,최동원,1989,삼성,30.0,10.0,0.41
561,홍성연,1989,삼성,92.2,32.0,0.315
562,양일환,1989,삼성,51.2,13.0,0.423
563,이문한,1989,삼성,57.0,32.0,0.379
564,김상엽,1989,삼성,57.1,31.0,0.4270000000000001
565,강만식,1989,삼성,11.1,4.0,0.404
566,진동한,1989,삼성,43.1,11.0,0.441
567,박용준,1989,삼성,8.0,2.0,0.405
568,이주헌,1989,삼성,6.0,4.0,0.471
569,조병천,1989,태평양,28.2,15.0,0.339
570,최창호,1989,태평양,223.1,191.0,0.316
571,정명원,1989,태평양,139.1,68.0,0.31
572,박정현,1989,태평양,242.2,116.0,0.29100000000000004
573,천창호,1989,태평양,11.0,5.0,0.36
574,배경환,1989,태평양,9.0,2.0,0.366
575,임호균,1989,태평양,15.0,6.0,0.339
576,이상구,1989,태평양,5.0,1.0,0.238
577,정명진,1989,태평양,1.0,1.0,0.5710000000000001
578,박은진,1989,태평양,59.1,31.0,0.337
579,양상문,1989,태평양,161.2,91.0,0.328
580,신완근,1989,태평양,46.2,14.0,0.303
581,허정욱,1989,태평양,8.2,3.0,0.371
582,김신부,1989,태평양,96.0,32.0,0.35700000000000004
583,정은배,1989,태평양,11.0,4.0,0.418
584,김봉근,1989,태평양,9.0,4.0,0.45
585,박상범,1989,태평양,14.2,4.0,0.397
586,노민승,1989,태평양,9.1,3.0,0.3720000000000001
587,조도연,1989,태평양,0.1,0.0,0.667
588,선동열,1989,해태,169.0,198.0,0.224
589,김정수,1989,해태,54.0,39.0,0.326
590,조계현,1989,해태,174.0,98.0,0.315
591,이강철,1989,해태,195.1,137.0,0.301
592,신동수,1989,해태,153.0,92.0,0.274
593,송유석,1989,해태,16.2,8.0,0.34700000000000003
594,차동철,1989,해태,40.0,8.0,0.406
595,문희수,1989,해태,121.1,59.0,0.344
596,이광우,1989,해태,75.2,22.0,0.355
597,방수원,1989,해태,53.1,19.0,0.338
598,이상윤,1989,해태,1.2,1.0,0.6
599,강태원,1989,해태,22.2,13.0,0.388
600,유창균,1989,해태,2.0,1.0,3.0
601,정동해,1989,해태,0.0,0.0,
602,김용수,1990,LG,149.2,119.0,0.28
603,김태원,1990,LG,193.1,127.0,0.284
604,정삼흠,1990,LG,168.1,85.0,0.297
605,김덕근,1990,LG,29.1,19.0,0.364
606,문병권,1990,LG,138.0,46.0,0.339
607,이국성,1990,LG,90.1,46.0,0.336
608,김건우,1990,LG,37.2,13.0,0.382
609,유종겸,1990,LG,22.2,10.0,0.404
610,예병준,1990,LG,11.1,5.0,0.418
611,김기범,1990,LG,64.0,28.0,0.305
612,이용철,1990,LG,32.2,8.0,0.328
613,차동철,1990,LG,49.0,8.0,0.365
614,최일언,1990,LG,48.2,24.0,0.388
615,김신부,1990,LG,33.0,7.0,0.393
616,김종철,1990,LG,8.1,7.0,0.429
617,권영구,1990,OB,5.0,4.0,2.2
618,박철순,1990,OB,96.0,59.0,0.355
619,구동우,1990,OB,155.0,56.0,0.341
620,윤석환,1990,OB,17.0,7.0,0.397
621,박형열,1990,OB,76.0,29.0,0.35700000000000004
622,이상훈,1990,OB,6.1,4.0,0.515
623,김진욱,1990,OB,78.1,38.0,0.378
624,계형철,1990,OB,114.2,43.0,0.379
625,조정수,1990,OB,29.2,10.0,0.364
626,장호연,1990,OB,110.2,34.0,0.341
627,강규성,1990,OB,50.1,23.0,0.38
628,손병희,1990,OB,9.1,3.0,0.359
629,하창우,1990,OB,2.1,2.0,0.5
630,김보선,1990,OB,39.0,17.0,0.392
631,홍길남,1990,OB,36.0,19.0,0.376
632,김동현,1990,OB,125.1,61.0,0.336
633,김진규,1990,OB,56.0,31.0,0.395
634,이진,1990,OB,38.1,25.0,0.4270000000000001
635,김형균,1990,OB,10.1,7.0,0.442
636,이상번,1990,롯데,16.0,12.0,0.23
637,박동희,1990,롯데,145.0,146.0,0.354
638,윤학길,1990,롯데,143.2,64.0,0.334
639,노상수,1990,롯데,29.0,10.0,0.325
640,김청수,1990,롯데,146.0,54.0,0.29100000000000004
641,김시진,1990,롯데,151.1,67.0,0.329
642,박동수,1990,롯데,65.2,18.0,0.371
643,전용권,1990,롯데,48.2,9.0,0.379
644,서호진,1990,롯데,87.1,33.0,0.32
645,서정용,1990,롯데,22.0,6.0,0.29100000000000004
646,김도형,1990,롯데,23.0,9.0,0.35
647,윤동배,1990,롯데,77.2,32.0,0.403
648,안창완,1990,롯데,31.0,7.0,0.394
649,김종석,1990,롯데,17.2,8.0,0.397
650,장태수,1990,롯데,8.2,0.0,0.415
651,이지환,1990,롯데,18.0,4.0,0.378
652,강민기,1990,롯데,14.1,5.0,0.471
653,김창기,1990,롯데,0.0,0.0,
654,송진우,1990,빙그레,128.1,102.0,0.271
655,한용덕,1990,빙그레,171.0,100.0,0.305
656,원근호,1990,빙그레,3.2,0.0,0.35700000000000004
657,이상군,1990,빙그레,86.1,30.0,0.328
658,장정순,1990,빙그레,59.0,45.0,0.32
659,김홍명,1990,빙그레,112.0,50.0,0.35700000000000004
660,김대중,1990,빙그레,146.0,68.0,0.324
661,이동석,1990,빙그레,43.1,21.0,0.33
662,한희민,1990,빙그레,157.0,62.0,0.319
663,진정필,1990,빙그레,32.0,18.0,0.307
664,김락기,1990,빙그레,110.1,54.0,0.378
665,이효봉,1990,빙그레,10.2,5.0,0.436
666,이척기,1990,빙그레,0.2,0.0,0.5
667,지성규,1990,빙그레,0.2,1.0,0.333
668,이은승,1990,빙그레,0.1,0.0,6.0
669,김인철,1990,삼성,3.2,1.0,0.55
670,성준,1990,삼성,36.0,19.0,0.313
671,이태일,1990,삼성,113.0,45.0,0.302
672,김상엽,1990,삼성,160.1,110.0,0.314
673,이상훈,1990,삼성,16.0,8.0,0.47
674,정윤수,1990,삼성,129.0,71.0,0.379
675,홍성연,1990,삼성,60.2,28.0,0.35100000000000003
676,이상목,1990,삼성,23.0,7.0,0.371
677,김성길,1990,삼성,166.1,51.0,0.334
678,유명선,1990,삼성,147.0,79.0,0.366
679,최동원,1990,삼성,92.0,25.0,0.402
680,박용준,1990,삼성,21.2,7.0,0.39
681,최현준,1990,삼성,14.0,4.0,0.397
682,이문한,1990,삼성,52.0,11.0,0.35100000000000003
683,오명록,1990,삼성,20.0,9.0,0.423
684,송광훈,1990,삼성,15.2,5.0,0.507
685,노민승,1990,태평양,11.0,4.0,0.73
686,김력,1990,태평양,14.0,4.0,0.273
687,박은진,1990,태평양,102.0,43.0,0.308
688,최창호,1990,태평양,196.2,158.0,0.316
689,박정현,1990,태평양,191.2,66.0,0.312
690,임호균,1990,태평양,15.2,4.0,0.313
691,양상문,1990,태평양,162.1,68.0,0.318
692,조병천,1990,태평양,99.1,35.0,0.344
693,허정욱,1990,태평양,65.2,42.0,0.35600000000000004
694,정명진,1990,태평양,55.2,31.0,0.381
695,정은배,1990,태평양,7.2,1.0,0.424
696,조영상,1990,태평양,14.2,6.0,0.353
697,배경환,1990,태평양,15.1,4.0,0.381
698,오영일,1990,태평양,8.2,3.0,0.5
699,신완근,1990,태평양,30.1,16.0,0.416
700,이상구,1990,태평양,17.2,6.0,0.476
701,정명원,1990,태평양,27.1,11.0,0.462
702,박상범,1990,태평양,38.2,22.0,0.382
703,이길환,1990,태평양,22.2,5.0,0.374
704,조웅천,1990,태평양,3.0,2.0,0.35700000000000004
705,선동열,1990,해태,190.1,189.0,0.249
706,조계현,1990,해태,178.1,130.0,0.306
707,송유석,1990,해태,98.0,62.0,0.35
708,문희수,1990,해태,18.0,5.0,0.301
709,이강철,1990,해태,220.2,165.0,0.29
710,신동수,1990,해태,143.0,56.0,0.32
711,강대성,1990,해태,11.0,3.0,0.34700000000000003
712,김정수,1990,해태,104.1,50.0,0.34600000000000003
713,이광우,1990,해태,56.1,27.0,0.375
714,강태원,1990,해태,35.2,11.0,0.359
715,서정필,1990,해태,3.1,0.0,0.313
716,최태영,1990,해태,3.0,1.0,0.438
717,최향남,1990,해태,5.1,3.0,0.515
718,이승배,1991,LG,9.0,5.0,0.35
719,김용수,1991,LG,190.0,129.0,0.311
720,김기범,1991,LG,164.2,104.0,0.328
721,정삼흠,1991,LG,180.2,114.0,0.315
722,배현우,1991,LG,7.2,7.0,0.4
723,김태원,1991,LG,135.2,91.0,0.326
724,최우석,1991,LG,3.0,1.0,0.4
725,김성식,1991,LG,41.0,18.0,0.393
726,김덕근,1991,LG,42.0,17.0,0.36
727,문병권,1991,LG,131.0,46.0,0.362
728,이국성,1991,LG,55.0,25.0,0.362
729,전태건,1991,LG,13.0,5.0,0.269
730,이병석,1991,LG,22.1,9.0,0.33
731,이용철,1991,LG,81.2,38.0,0.383
732,서왕권,1991,LG,6.0,1.0,0.32
733,김기덕,1991,LG,7.2,6.0,0.32299999999999995
734,김종철,1991,LG,8.2,4.0,0.478
735,차동철,1991,LG,3.2,0.0,0.5
736,김건우,1991,LG,5.0,2.0,0.44
737,오종우,1991,LG,5.0,2.0,0.386
738,이석구,1991,LG,2.0,0.0,0.583
739,장호연,1991,OB,99.1,37.0,0.293
740,박형열,1991,OB,26.1,11.0,0.321
741,김동현,1991,OB,154.2,61.0,0.304
742,박철순,1991,OB,102.2,55.0,0.341
743,계형철,1991,OB,43.0,14.0,0.396
744,김익재,1991,OB,33.0,22.0,0.417
745,김상진,1991,OB,151.2,65.0,0.332
746,강병규,1991,OB,60.2,23.0,0.35100000000000003
747,김진규,1991,OB,147.2,78.0,0.34700000000000003
748,홍길남,1991,OB,23.0,16.0,0.409
749,권영일,1991,OB,18.1,7.0,0.41
750,김진욱,1991,OB,35.1,13.0,0.395
751,김형균,1991,OB,23.1,12.0,0.25
752,손병희,1991,OB,48.2,19.0,0.383
753,구동우,1991,OB,89.2,32.0,0.376
754,이상훈,1991,OB,38.2,8.0,0.391
755,하창우,1991,OB,10.2,15.0,0.4920000000000001
756,김보선,1991,OB,10.0,2.0,0.451
757,조정수,1991,OB,3.0,0.0,0.28600000000000003
758,전용권,1991,롯데,6.0,3.0,0.429
759,박동희,1991,롯데,189.2,152.0,0.313
760,김태형,1991,롯데,140.2,81.0,0.314
761,윤학길,1991,롯데,205.0,100.0,0.298
762,서정용,1991,롯데,41.1,13.0,0.349
763,김종석,1991,롯데,64.2,29.0,0.336
764,박동수,1991,롯데,69.0,39.0,0.375
765,강현철,1991,롯데,2.2,1.0,0.333
766,김시진,1991,롯데,55.1,31.0,0.382
767,김청수,1991,롯데,166.2,83.0,0.306
768,이지환,1991,롯데,5.0,4.0,0.16699999999999998
769,김태석,1991,롯데,51.1,35.0,0.408
770,윤동배,1991,롯데,40.1,14.0,0.417
771,서호진,1991,롯데,23.2,12.0,0.406
772,김도형,1991,롯데,10.0,5.0,0.326
773,안창완,1991,롯데,11.0,10.0,0.354
774,노상수,1991,롯데,3.0,2.0,0.5
775,김락기,1991,빙그레,1.0,1.0,1.0
776,이은승,1991,빙그레,8.2,3.0,0.278
777,한용덕,1991,빙그레,201.2,122.0,0.278
778,송진우,1991,빙그레,184.1,126.0,0.29
779,장정순,1991,빙그레,128.0,76.0,0.309
780,진정필,1991,빙그레,83.2,31.0,0.331
781,한희민,1991,빙그레,115.0,55.0,0.324
782,김대중,1991,빙그레,105.0,58.0,0.318
783,김홍명,1991,빙그레,55.1,34.0,0.421
784,이동석,1991,빙그레,59.0,31.0,0.331
785,김인권,1991,빙그레,143.1,44.0,0.353
786,김기열,1991,빙그레,5.1,1.0,0.546
787,이상군,1991,빙그레,12.1,20.0,0.341
788,손영철,1991,삼성,14.0,8.0,0.314
789,최현준,1991,삼성,12.0,2.0,0.289
790,홍성연,1991,삼성,13.1,11.0,0.375
791,최일언,1991,삼성,96.2,56.0,0.379
792,김성길,1991,삼성,188.0,94.0,0.312
793,성준,1991,삼성,148.2,59.0,0.317
794,정윤수,1991,삼성,80.2,37.0,0.386
795,이상훈,1991,삼성,42.2,21.0,0.412
796,유명선,1991,삼성,127.1,84.0,0.332
797,박용준,1991,삼성,95.2,27.0,0.363
798,이태일,1991,삼성,126.0,31.0,0.321
799,김상엽,1991,삼성,99.1,62.0,0.361
800,윤석환,1991,삼성,29.0,13.0,0.388
801,김인철,1991,삼성,33.0,18.0,0.4320000000000001
802,이문한,1991,삼성,19.0,5.0,0.34600000000000003
803,이상범,1991,삼성,3.1,1.0,0.474
804,조규제,1991,쌍방울,142.1,133.0,0.244
805,최한림,1991,쌍방울,13.2,6.0,0.485
806,박성기,1991,쌍방울,149.2,91.0,0.384
807,박진석,1991,쌍방울,108.2,37.0,0.378
808,김원형,1991,쌍방울,136.1,75.0,0.35700000000000004
809,강길용,1991,쌍방울,168.0,73.0,0.375
810,김기덕,1991,쌍방울,33.1,6.0,0.385
811,구대진,1991,쌍방울,12.2,0.0,0.306
812,김봉근,1991,쌍방울,15.1,11.0,0.35700000000000004
813,진동한,1991,쌍방울,111.1,45.0,0.364
814,김기완,1991,쌍방울,18.2,6.0,0.349
815,박종철,1991,쌍방울,39.1,12.0,0.363
816,이재홍,1991,쌍방울,79.0,26.0,0.375
817,김동수,1991,쌍방울,31.0,15.0,0.36
818,손문곤,1991,쌍방울,32.2,12.0,0.479
819,강상진,1991,쌍방울,3.1,1.0,0.471
820,정인조,1991,쌍방울,4.1,3.0,0.5
821,한오종,1991,쌍방울,0.0,0.0,
822,정명원,1991,태평양,132.0,60.0,0.282
823,양상문,1991,태평양,123.1,80.0,0.329
824,최창호,1991,태평양,233.1,163.0,0.308
825,전일수,1991,태평양,5.0,2.0,0.391
826,박은진,1991,태평양,128.1,74.0,0.34
827,신상윤,1991,태평양,2.2,0.0,0.125
828,박정현,1991,태평양,184.0,48.0,0.343
829,김민태,1991,태평양,75.2,58.0,0.344
830,김력,1991,태평양,4.1,1.0,0.368
831,조웅천,1991,태평양,10.0,2.0,0.391
832,신완근,1991,태평양,9.1,3.0,0.405
833,가내영,1991,태평양,4.0,3.0,0.25
834,이상구,1991,태평양,32.1,25.0,0.42
835,정은배,1991,태평양,25.2,16.0,0.327
836,조영상,1991,태평양,58.2,42.0,0.396
837,허정욱,1991,태평양,61.2,25.0,0.369
838,이용호,1991,태평양,1.0,0.0,0.5
839,조병천,1991,태평양,54.0,20.0,0.419
840,정명진,1991,태평양,12.0,5.0,0.508
841,선동열,1991,해태,203.0,210.0,0.223
842,강대성,1991,해태,1.0,0.0,2.0
843,이강철,1991,해태,214.2,193.0,0.271
844,신동수,1991,해태,176.2,85.0,0.278
845,김정수,1991,해태,88.2,52.0,0.276
846,조계현,1991,해태,130.1,75.0,0.29600000000000004
847,이광우,1991,해태,38.0,11.0,0.34
848,송유석,1991,해태,145.2,74.0,0.332
849,문희수,1991,해태,75.0,46.0,0.319
850,오희주,1991,해태,12.1,9.0,0.443
851,김승남,1991,해태,28.1,9.0,0.361
852,강태원,1991,해태,17.0,13.0,0.479
853,김기범,1992,LG,145.0,92.0,0.308
854,김태원,1992,LG,177.1,119.0,0.337
855,차명석,1992,LG,85.0,53.0,0.318
856,차동철,1992,LG,28.0,8.0,0.366
857,김유진,1992,LG,1.0,1.0,1.0
858,정삼흠,1992,LG,180.1,128.0,0.328
859,김용수,1992,LG,61.0,27.0,0.332
860,서왕권,1992,LG,92.0,57.0,0.383
861,김종철,1992,LG,51.0,17.0,0.333
862,김성식,1992,LG,23.1,6.0,0.429
863,민원기,1992,LG,47.1,28.0,0.409
864,문병권,1992,LG,100.0,45.0,0.38
865,김덕근,1992,LG,20.0,11.0,0.36
866,김기덕,1992,LG,78.2,40.0,0.39
867,이국성,1992,LG,22.0,11.0,0.43
868,김성준,1992,LG,1.0,0.0,0.4
869,이용철,1992,LG,17.0,8.0,0.451
870,오종우,1992,LG,0.2,0.0,0.6
871,김동현,1992,OB,24.2,19.0,0.327
872,박철순,1992,OB,99.2,68.0,0.314
873,김진욱,1992,OB,69.2,48.0,0.338
874,김익재,1992,OB,28.1,16.0,0.35
875,하창우,1992,OB,26.0,20.0,0.299
876,장호연,1992,OB,225.0,90.0,0.322
877,권영일,1992,OB,5.1,1.0,0.417
878,이광우,1992,OB,101.2,40.0,0.343
879,김상진,1992,OB,168.2,96.0,0.322
880,김보선,1992,OB,73.2,30.0,0.392
881,권명철,1992,OB,79.1,54.0,0.38
882,강병규,1992,OB,67.2,33.0,0.364
883,이진,1992,OB,30.1,15.0,0.336
884,이상훈,1992,OB,27.1,16.0,0.34700000000000003
885,구동우,1992,OB,53.0,31.0,0.385
886,노석기,1992,OB,5.2,2.0,0.464
887,이상현,1992,OB,13.0,5.0,0.478
888,김진규,1992,OB,13.2,8.0,0.456
889,조중석,1992,OB,7.2,2.0,0.344
890,홍길남,1992,OB,5.2,2.0,0.464
891,염종석,1992,롯데,204.2,127.0,0.27
892,박동수,1992,롯데,29.1,18.0,0.359
893,윤학길,1992,롯데,212.0,131.0,0.309
894,박동희,1992,롯데,98.0,67.0,0.361
895,이상번,1992,롯데,41.2,24.0,0.34700000000000003
896,김상현,1992,롯데,113.1,68.0,0.35600000000000004
897,김태형,1992,롯데,110.0,50.0,0.389
898,김태석,1992,롯데,26.0,7.0,0.383
899,김청수,1992,롯데,41.1,12.0,0.328
900,가득염,1992,롯데,30.1,16.0,0.3670000000000001
901,윤형배,1992,롯데,113.0,32.0,0.328
902,김종석,1992,롯데,76.2,29.0,0.398
903,이요섭,1992,롯데,4.0,0.0,0.476
904,김시진,1992,롯데,10.1,2.0,0.472
905,배숙현,1992,롯데,3.0,0.0,0.526
906,이은승,1992,빙그레,1.2,0.0,1.2
907,정민철,1992,빙그레,195.2,145.0,0.277
908,한용덕,1992,빙그레,186.1,122.0,0.284
909,임규대,1992,빙그레,1.0,1.0,0.5
910,장정순,1992,빙그레,155.1,77.0,0.32
911,송진우,1992,빙그레,191.1,130.0,0.32299999999999995
912,진정필,1992,빙그레,40.2,10.0,0.35200000000000004
913,이상군,1992,빙그레,96.2,55.0,0.318
914,한희민,1992,빙그레,66.2,40.0,0.313
915,김홍명,1992,빙그레,61.0,31.0,0.371
916,김재성,1992,빙그레,15.1,9.0,0.371
917,지연규,1992,빙그레,28.2,12.0,0.381
918,김인권,1992,빙그레,64.1,20.0,0.379
919,김대중,1992,빙그레,14.1,2.0,0.438
920,김락기,1992,빙그레,1.0,0.0,0.75
921,박종철,1992,삼성,1.1,1.0,0.75
922,최현준,1992,삼성,4.0,1.0,3.0
923,이태일,1992,삼성,154.0,53.0,0.302
924,김상엽,1992,삼성,144.0,104.0,0.337
925,오봉옥,1992,삼성,126.2,64.0,0.35
926,박철수,1992,삼성,10.0,8.0,0.391
927,성준,1992,삼성,124.0,66.0,0.34
928,최일언,1992,삼성,29.1,19.0,0.355
929,김태한,1992,삼성,79.2,56.0,0.407
930,김인철,1992,삼성,128.2,88.0,0.37
931,손영철,1992,삼성,63.2,39.0,0.401
932,김성길,1992,삼성,70.0,31.0,0.344
933,유명선,1992,삼성,92.1,58.0,0.36
934,박용준,1992,삼성,61.0,32.0,0.431
935,이상범,1992,삼성,2.0,0.0,0.4
936,이상훈,1992,삼성,24.1,18.0,0.451
937,황태호,1992,쌍방울,0.1,0.0,9.0
938,조규제,1992,쌍방울,54.0,65.0,0.319
939,김원형,1992,쌍방울,138.1,104.0,0.327
940,박성기,1992,쌍방울,152.1,88.0,0.344
941,최한림,1992,쌍방울,107.1,51.0,0.354
942,이재홍,1992,쌍방울,115.0,56.0,0.345
943,박진석,1992,쌍방울,74.2,36.0,0.374
944,강길용,1992,쌍방울,137.0,76.0,0.363
945,김석기,1992,쌍방울,102.1,37.0,0.348
946,손문곤,1992,쌍방울,21.1,8.0,0.385
947,김기덕,1992,쌍방울,44.1,16.0,0.338
948,진동한,1992,쌍방울,49.1,20.0,0.384
949,이동석,1992,쌍방울,46.0,22.0,0.412
950,임창식,1992,쌍방울,36.1,18.0,0.363
951,신현대,1992,쌍방울,11.0,5.0,0.458
952,김봉근,1992,쌍방울,2.0,0.0,0.5
953,박은진,1992,태평양,172.2,114.0,0.313
954,안병원,1992,태평양,126.2,88.0,0.345
955,정명원,1992,태평양,38.1,20.0,0.329
956,정민태,1992,태평양,26.0,22.0,0.312
957,박정현,1992,태평양,165.2,85.0,0.345
958,신상윤,1992,태평양,27.1,13.0,0.387
959,가내영,1992,태평양,107.0,49.0,0.385
960,최창호,1992,태평양,97.2,70.0,0.353
961,신완근,1992,태평양,63.2,20.0,0.343
962,양상문,1992,태평양,144.1,83.0,0.34600000000000003
963,김민태,1992,태평양,76.2,49.0,0.368
964,조병천,1992,태평양,17.0,10.0,0.421
965,조영상,1992,태평양,26.1,19.0,0.441
966,정은배,1992,태평양,2.2,1.0,0.6
967,박상범,1992,태평양,4.0,3.0,0.524
968,김흥만,1992,태평양,9.1,6.0,0.426
969,나성열,1992,태평양,2.2,1.0,0.4
970,정명진,1992,태평양,3.0,1.0,1.67
971,선동열,1992,해태,32.2,42.0,0.269
972,조계현,1992,해태,156.0,98.0,0.29600000000000004
973,김정수,1992,해태,165.1,126.0,0.343
974,양승철,1992,해태,25.1,6.0,0.388
975,문희수,1992,해태,145.1,73.0,0.335
976,이강철,1992,해태,217.1,155.0,0.3
977,신동수,1992,해태,137.1,65.0,0.342
978,송유석,1992,해태,117.1,59.0,0.387
979,김승남,1992,해태,48.2,27.0,0.379
980,김형택,1992,해태,14.0,3.0,0.298
981,문귀석,1992,해태,13.2,7.0,0.397
982,김봉영,1992,해태,24.2,10.0,0.412
983,강태원,1992,해태,7.2,8.0,0.474
984,김용수,1993,LG,75.2,60.0,0.263
985,이병석,1993,LG,4.2,4.0,0.4
986,전일수,1993,LG,12.0,3.0,0.209
987,김태원,1993,LG,141.1,84.0,0.279
988,이상훈,1993,LG,150.2,131.0,0.334
989,강봉수,1993,LG,79.0,41.0,0.333
990,정삼흠,1993,LG,198.2,93.0,0.305
991,김기범,1993,LG,156.0,94.0,0.307
992,차동철,1993,LG,59.0,28.0,0.304
993,민원기,1993,LG,58.0,26.0,0.311
994,차명석,1993,LG,125.1,61.0,0.35100000000000003
995,문병권,1993,LG,43.1,23.0,0.401
996,오희주,1993,LG,14.1,7.0,0.429
997,김종철,1993,LG,4.1,1.0,0.476
998,김성식,1993,LG,4.1,1.0,0.476
999,김동현,1993,OB,3.0,2.0,1.0
1000,김경원,1993,OB,129.1,126.0,0.274
1001,박철순,1993,OB,116.2,90.0,0.303
1002,김상진,1993,OB,187.1,142.0,0.29100000000000004
1003,이광우,1993,OB,124.2,51.0,0.31
1004,강병규,1993,OB,139.2,70.0,0.302
1005,장호연,1993,OB,161.2,51.0,0.28300000000000003
1006,김익재,1993,OB,34.0,22.0,0.378
1007,박상근,1993,OB,13.2,10.0,0.385
1008,권명철,1993,OB,134.1,84.0,0.307
1009,구동우,1993,OB,32.2,14.0,0.338
1010,하창우,1993,OB,8.2,0.0,0.265
1011,조영상,1993,OB,16.2,8.0,0.392
1012,이용호,1993,OB,3.2,4.0,0.4
1013,이진,1993,OB,18.2,10.0,0.459
1014,김만조,1993,OB,2.1,0.0,0.417
1015,이상현,1993,OB,1.0,0.0,0.6
1016,김종석,1993,롯데,8.1,3.0,1.44
1017,염종석,1993,롯데,158.1,89.0,0.322
1018,윤학길,1993,롯데,203.0,93.0,0.312
1019,가득염,1993,롯데,52.0,37.0,0.326
1020,김태석,1993,롯데,37.0,16.0,0.282
1021,김상현,1993,롯데,163.1,77.0,0.307
1022,박동희,1993,롯데,90.1,59.0,0.321
1023,윤형배,1993,롯데,193.2,60.0,0.312
1024,김태형,1993,롯데,59.2,27.0,0.313
1025,윤동배,1993,롯데,2.0,0.0,0.5
1026,이상번,1993,롯데,75.0,37.0,0.312
1027,서호진,1993,롯데,43.2,6.0,0.339
1028,박동수,1993,롯데,5.2,3.0,0.429
1029,고성범,1993,롯데,1.0,0.0,0.5
1030,김정훈,1993,롯데,25.0,8.0,0.431
1031,김청수,1993,롯데,2.0,0.0,0.333
1032,김력,1993,롯데,0.1,0.0,0.6
1033,곽재성,1993,롯데,0.1,0.0,0.667
1034,이은승,1993,빙그레,31.2,26.0,0.343
1035,한용덕,1993,빙그레,172.1,112.0,0.263
1036,정민철,1993,빙그레,148.1,110.0,0.277
1037,노장진,1993,빙그레,100.0,93.0,0.344
1038,구대성,1993,빙그레,21.1,11.0,0.341
1039,이상군,1993,빙그레,128.1,51.0,0.315
1040,지연규,1993,빙그레,24.0,8.0,0.327
1041,진정필,1993,빙그레,149.2,67.0,0.34
1042,이국성,1993,빙그레,89.0,45.0,0.302
1043,이상목,1993,빙그레,39.0,16.0,0.336
1044,김락기,1993,빙그레,5.1,1.0,0.385
1045,송진우,1993,빙그레,72.2,53.0,0.325
1046,장정순,1993,빙그레,114.2,71.0,0.316
1047,김인권,1993,빙그레,31.1,5.0,0.381
1048,최한경,1993,삼성,15.2,16.0,0.28600000000000003
1049,김상엽,1993,삼성,181.1,170.0,0.315
1050,정윤수,1993,삼성,2.0,1.0,0.333
1051,박충식,1993,삼성,155.2,97.0,0.28300000000000003
1052,이상훈,1993,삼성,84.1,46.0,0.32
1053,김태한,1993,삼성,162.0,92.0,0.32299999999999995
1054,박용준,1993,삼성,58.0,26.0,0.355
1055,성준,1993,삼성,139.0,51.0,0.307
1056,오봉옥,1993,삼성,74.1,43.0,0.35100000000000003
1057,김현욱,1993,삼성,11.0,5.0,0.395
