,선수명,연도,팀명,포지션,안타,2타,3타,홈런,볼넷,출루율
453,서정환,1985,해태,2B,102,13,0,3,38,0.34600000000000003
454,유승안,1985,해태,C,41,6,0,8,14,0.33299999999999996
455,김무종,1985,해태,C,65,14,0,7,26,0.307
456,양승호,1985,해태,3B,28,6,1,1,4,0.298
457,김종모,1985,해태,3B,34,2,0,4,11,0.281
458,차영화,1985,해태,SS,57,7,0,0,11,0.276
459,임창호,1985,해태,,0,0,0,0,0,0.0
460,박전섭,1985,해태,C,0,0,0,0,0,0.0
461,임정면,1985,해태,,1,0,0,0,1,0.182
462,김종윤,1985,해태,CF,11,0,1,1,5,0.239
463,장진범,1985,해태,2B,5,1,0,0,2,0.2
464,김태업,1985,해태,,7,2,0,0,4,0.21600000000000005
465,김일환,1985,해태,1B,23,6,0,0,8,0.27399999999999997
466,조충열,1985,해태,,17,1,0,0,3,0.23600000000000002
467,이광은,1986,MBC,LF,124,21,3,15,48,0.379
468,김재박,1986,MBC,SS,102,18,4,4,36,0.336
469,김상훈,1986,MBC,1B,108,13,8,2,27,0.34700000000000003
470,윤덕규,1986,MBC,LF,99,21,3,3,29,0.33799999999999997
471,김인식,1986,MBC,3B,87,13,1,2,17,0.32899999999999996
472,박흥식,1986,MBC,CF,96,14,2,0,30,0.324
473,유고웅,1986,MBC,DH,96,11,2,5,33,0.33899999999999997
474,최홍석,1986,MBC,,42,7,0,2,5,0.327
475,차동열,1986,MBC,C,24,4,1,1,12,0.32299999999999995
476,신언호,1986,MBC,CF,20,4,2,0,7,0.35100000000000003
477,송영운,1986,MBC,RF,23,4,0,1,12,0.34299999999999997
478,심재원,1986,MBC,C,23,7,0,0,5,0.276
479,박철영,1986,MBC,C,26,4,0,1,12,0.27699999999999997
480,김용달,1986,MBC,2B,9,0,0,1,7,0.33299999999999996
481,유제룡,1986,MBC,,1,0,0,0,0,0.33299999999999996
482,김봉기,1986,MBC,CF,0,0,0,0,0,
483,김우근,1986,MBC,RF,30,1,3,0,14,0.295
484,서효인,1986,MBC,C,0,0,0,0,0,0.0
485,유지홍,1986,MBC,1B,0,0,0,0,0,0.0
486,김경표,1986,MBC,2B,1,0,0,0,2,0.273
487,김문영,1986,MBC,,15,3,0,0,4,0.26
488,김성수,1986,MBC,,1,0,0,0,0,0.182
489,민경삼,1986,MBC,SS,1,0,0,0,3,0.22699999999999998
490,안언학,1986,MBC,RF,36,7,0,0,12,0.273
491,김형석,1986,OB,RF,104,8,5,8,25,0.331
492,이승희,1986,OB,3B,66,9,4,2,15,0.35200000000000004
493,윤동균,1986,OB,LF,92,14,4,2,46,0.35200000000000004
494,유지훤,1986,OB,SS,89,8,2,2,17,0.321
495,김호근,1986,OB,C,34,4,1,10,22,0.313
496,김광수,1986,OB,2B,68,7,3,0,37,0.35
497,박종훈,1986,OB,DH,83,11,2,6,35,0.341
498,신경식,1986,OB,1B,103,15,5,1,34,0.33299999999999996
499,이종도,1986,OB,RF,21,4,0,0,20,0.355
500,김광림,1986,OB,CF,63,10,0,1,29,0.32299999999999995
501,김대진,1986,OB,2B,16,3,0,4,7,0.253
502,구천서,1986,OB,2B,16,1,1,1,10,0.301
503,김진홍,1986,OB,C,2,1,0,0,0,0.5
504,도이석,1986,OB,CF,2,1,0,0,5,0.389
505,이복근,1986,OB,,2,0,0,0,0,0.4
506,박창언,1986,OB,3B,34,6,1,0,2,0.254
507,사인상,1986,OB,,2,1,0,0,0,0.25
508,최동창,1986,OB,,0,0,0,0,1,0.5
509,정종현,1986,OB,C,1,0,0,0,0,0.25
510,양승호,1986,OB,3B,25,2,0,0,14,0.301
511,이근식,1986,OB,,1,0,0,0,1,0.25
512,조범현,1986,OB,C,11,1,1,1,3,0.20600000000000002
513,김영신,1986,OB,C,1,0,0,0,0,0.091
514,김명구,1986,OB,,2,0,0,0,1,0.16699999999999998
515,박노준,1986,OB,,9,1,2,0,2,0.204
516,김경문,1986,OB,C,33,7,0,0,10,0.233
517,김용희,1986,롯데,3B,85,11,3,8,26,0.35600000000000004
518,김용철,1986,롯데,1B,105,26,1,10,35,0.354
519,홍문종,1986,롯데,RF,106,20,3,3,46,0.349
520,정학수,1986,롯데,1B,81,11,2,1,39,0.355
521,김민호,1986,롯데,SS,65,12,2,4,19,0.28600000000000003
522,한문연,1986,롯데,C,57,10,0,2,15,0.297
523,한영준,1986,롯데,3B,53,11,2,1,14,0.278
524,김용운,1986,롯데,C,30,4,1,0,8,0.29600000000000004
525,김성현,1986,롯데,C,9,1,1,1,8,0.309
526,유두열,1986,롯데,DH,62,9,1,4,34,0.331
527,박희찬,1986,롯데,C,3,1,0,0,1,0.8
528,이창원,1986,롯데,LF,3,0,0,1,0,0.33299999999999996
529,최계영,1986,롯데,CF,14,4,0,0,6,0.299
530,조성옥,1986,롯데,LF,74,7,5,0,23,0.306
531,김석일,1986,롯데,,18,2,1,0,10,0.292
532,정인교,1986,롯데,C,0,0,0,0,0,0.0
533,김한조,1986,롯데,,17,1,0,0,9,0.294
534,임경택,1986,롯데,,10,0,1,0,3,0.26899999999999996
535,김진근,1986,롯데,,4,1,0,1,2,0.207
536,정영기,1986,롯데,2B,44,3,2,1,13,0.26
537,박용성,1986,롯데,RF,14,2,0,0,9,0.301
538,박영태,1986,롯데,RF,40,4,3,0,22,0.282
539,이강돈,1986,빙그레,LF,103,14,6,10,41,0.37
540,고원부,1986,빙그레,CF,76,13,3,3,40,0.33299999999999996
541,유승안,1986,빙그레,C,61,5,0,7,29,0.321
542,전대영,1986,빙그레,1B,51,8,2,10,27,0.342
543,김종수,1986,빙그레,SS,50,5,0,0,29,0.365
544,이광길,1986,빙그레,3B,53,11,2,1,52,0.366
545,김상국,1986,빙그레,DH,74,12,2,4,34,0.34600000000000003
546,황병일,1986,빙그레,2B,63,9,2,3,20,0.305
547,김한근,1986,빙그레,SS,43,7,2,4,22,0.281
548,김성갑,1986,빙그레,3B,43,5,1,1,24,0.314
549,강정길,1986,빙그레,1B,48,8,0,1,16,0.319
550,김정태,1986,빙그레,1B,42,6,0,1,28,0.35
551,김종윤,1986,빙그레,RF,15,2,1,0,10,0.321
552,이성수,1986,빙그레,,15,3,1,0,7,0.28800000000000003
553,김성호,1986,빙그레,C,5,1,0,0,4,0.294
554,이석규,1986,빙그레,2B,9,1,0,1,7,0.271
555,박재천,1986,빙그레,,0,0,0,0,0,
556,김우열,1986,빙그레,,13,1,0,0,8,0.292
557,배원영,1986,빙그레,C,0,0,0,0,0,0.0
558,윤홍식,1986,빙그레,,12,4,0,0,1,0.25
559,홍순만,1986,빙그레,C,0,0,0,0,2,0.25
560,김종문,1986,빙그레,C,0,0,0,0,0,0.0
561,장훈,1986,빙그레,,0,0,0,0,0,0.0
562,유해덕,1986,빙그레,,6,1,0,0,4,0.27
563,김현택,1986,빙그레,,1,0,0,0,3,0.263
564,이정은,1986,빙그레,,12,5,1,0,5,0.237
565,이군노,1986,빙그레,,2,0,0,0,2,0.25
566,송상진,1986,빙그레,,0,0,0,0,0,0.0
567,임순태,1986,빙그레,1B,4,0,0,0,2,0.214
568,김수길,1986,빙그레,,11,1,0,0,3,0.222
569,장효조,1986,삼성,LF,100,20,2,6,59,0.436
570,이만수,1986,삼성,C,68,8,0,16,21,0.39799999999999996
571,김성래,1986,삼성,2B,99,22,1,8,34,0.36200000000000004
572,장태수,1986,삼성,CF,57,12,1,8,22,0.37
573,이종두,1986,삼성,LF,95,10,3,9,20,0.344
574,허규옥,1986,삼성,RF,110,17,5,4,27,0.344
575,정현발,1986,삼성,CF,42,5,1,4,24,0.439
576,이해창,1986,삼성,LF,75,14,2,3,17,0.361
577,박승호,1986,삼성,DH,50,12,1,4,18,0.35
578,오대석,1986,삼성,1B,54,11,1,4,26,0.33899999999999997
579,김동재,1986,삼성,LF,30,11,0,2,7,0.381
580,함학수,1986,삼성,2B,27,4,2,4,6,0.28600000000000003
581,배대웅,1986,삼성,SS,25,3,0,1,6,0.31
582,정성룡,1986,삼성,LF,19,2,0,0,18,0.369
583,손상득,1986,삼성,C,20,1,1,0,9,0.302
584,구윤,1986,삼성,,15,5,0,1,2,0.254
585,최무영,1986,삼성,,5,1,0,0,1,0.316
586,정진호,1986,삼성,,1,0,0,0,1,0.429
587,김근석,1986,삼성,3B,19,3,0,0,5,0.275
588,홍승규,1986,삼성,LF,8,2,0,0,6,0.311
589,홍순호,1986,삼성,1B,0,0,0,0,0,0.0
590,김용국,1986,삼성,3B,60,10,2,0,20,0.261
591,이성근,1986,삼성,C,3,1,0,0,0,0.177
592,김이수,1986,삼성,,2,0,0,0,1,0.1
593,송일수,1986,삼성,C,13,3,0,0,4,0.193
594,정구선,1986,청보,RF,102,15,1,13,40,0.33399999999999996
595,김진우,1986,청보,DH,86,19,4,8,38,0.374
596,김동기,1986,청보,C,57,14,1,10,19,0.314
597,김바위,1986,청보,2B,68,14,1,6,51,0.342
598,우경하,1986,청보,3B,81,11,0,5,20,0.316
599,김경갑,1986,청보,SS,35,4,0,4,16,0.336
600,김영균,1986,청보,,33,6,0,5,12,0.322
601,정구왕,1986,청보,CF,32,3,1,2,11,0.281
602,금광옥,1986,청보,C,19,4,0,2,13,0.261
603,신성철,1986,청보,C,0,0,0,0,0,0.0
604,양후승,1986,청보,2B,18,1,0,1,11,0.28600000000000003
605,최광묵,1986,청보,,3,0,0,0,1,0.21100000000000002
606,이병억,1986,청보,3B,0,0,0,0,0,0.0
607,이광근,1986,청보,,9,2,0,0,7,0.28800000000000003
608,김정수,1986,청보,2B,8,1,0,0,9,0.266
609,조흥운,1986,청보,1B,0,0,0,0,0,0.0
610,김경남,1986,청보,SS,27,7,0,3,7,0.21600000000000005
611,양승관,1986,청보,LF,62,17,0,7,17,0.251
612,오덕환,1986,청보,3B,17,4,0,0,7,0.23600000000000002
613,김명성,1986,청보,,10,2,0,0,8,0.231
614,이철성,1986,청보,1B,21,5,0,0,4,0.243
615,이선웅,1986,청보,3B,18,3,1,0,9,0.203
616,권두조,1986,청보,1B,49,6,1,0,27,0.237
617,한대화,1986,해태,3B,102,24,2,14,40,0.3720000000000001
618,김종모,1986,해태,RF,120,19,2,11,42,0.381
619,김봉연,1986,해태,DH,122,18,3,21,38,0.363
620,이순철,1986,해태,CF,82,14,3,14,28,0.325
621,김성한,1986,해태,1B,113,16,0,18,32,0.34
622,서정환,1986,해태,2B,96,12,1,3,38,0.335
623,김무종,1986,해태,C,71,6,2,8,25,0.28300000000000003
624,송일섭,1986,해태,RF,56,9,2,2,17,0.316
625,김준환,1986,해태,DH,23,0,0,4,8,0.326
626,장채근,1986,해태,C,8,1,0,2,4,0.27699999999999997
627,조충열,1986,해태,2B,26,3,2,0,6,0.28800000000000003
628,임정면,1986,해태,,2,0,0,0,0,0.5
629,김일환,1986,해태,2B,10,2,0,0,3,0.265
630,이건열,1986,해태,,5,0,0,1,1,0.2
631,김경호,1986,해태,,0,0,0,0,0,0.0
632,장진범,1986,해태,,0,0,0,0,0,0.0
633,김평호,1986,해태,SS,10,2,0,0,6,0.271
634,차영화,1986,해태,SS,35,4,0,0,9,0.242
635,김일권,1986,해태,LF,48,6,1,1,24,0.259
636,박흥식,1987,MBC,CF,104,8,9,2,46,0.39
637,김재박,1987,MBC,SS,113,23,5,1,39,0.354
638,이광은,1987,MBC,LF,122,21,2,14,35,0.36200000000000004
639,김상훈,1987,MBC,1B,111,17,4,10,31,0.33299999999999996
640,윤덕규,1987,MBC,LF,96,11,4,2,21,0.312
641,김용달,1987,MBC,2B,12,2,0,1,7,0.38799999999999996
642,최홍석,1987,MBC,,32,4,0,0,7,0.331
643,송영운,1987,MBC,CF,7,0,1,0,8,0.444
644,김우근,1987,MBC,RF,19,2,1,0,9,0.3670000000000001
645,김경표,1987,MBC,2B,6,0,0,0,3,0.375
646,황윤태,1987,MBC,,0,0,0,0,0,0.0
647,심재원,1987,MBC,C,24,1,0,1,16,0.28300000000000003
648,김성수,1987,MBC,,4,1,0,0,1,0.263
649,정태관,1987,MBC,,0,0,0,0,0,0.0
650,박철영,1987,MBC,C,14,2,3,0,3,0.218
651,유지홍,1987,MBC,1B,7,0,0,0,1,0.28600000000000003
652,서효인,1987,MBC,C,6,0,0,1,1,0.2
653,차동열,1987,MBC,C,18,4,0,0,6,0.261
654,민경삼,1987,MBC,SS,21,3,3,1,8,0.252
655,김봉기,1987,MBC,RF,2,1,0,0,1,0.2
656,신언호,1987,MBC,RF,58,6,3,1,15,0.294
657,김문영,1987,MBC,,0,0,0,0,0,0.0
658,김영직,1987,MBC,2B,12,1,1,0,5,0.25
659,유고웅,1987,MBC,1B,69,9,2,2,26,0.304
660,김인식,1987,MBC,3B,62,1,0,0,7,0.24100000000000002
661,김광림,1987,OB,CF,112,9,7,2,42,0.40299999999999997
662,김형석,1987,OB,RF,95,16,5,3,26,0.3670000000000001
663,김광수,1987,OB,2B,93,12,0,1,54,0.34299999999999997
664,김호근,1987,OB,C,39,6,2,3,18,0.348
665,박종훈,1987,OB,LF,75,10,1,6,22,0.336
666,이승희,1987,OB,3B,52,6,6,1,22,0.344
667,김경문,1987,OB,C,60,4,0,2,16,0.325
668,이복근,1987,OB,SS,20,4,0,3,9,0.387
669,신경식,1987,OB,1B,94,8,6,3,23,0.318
670,윤동균,1987,OB,DH,81,17,1,0,34,0.35
671,박노준,1987,OB,LF,28,4,2,0,7,0.371
672,이종도,1987,OB,,27,4,0,2,16,0.295
673,김대진,1987,OB,1B,8,2,0,1,4,0.317
674,정종현,1987,OB,C,2,1,0,0,1,0.273
675,안대환,1987,OB,,2,1,0,0,2,0.33299999999999996
676,김진홍,1987,OB,C,0,0,0,0,0,0.0
677,구천서,1987,OB,2B,34,2,0,2,14,0.27899999999999997
678,최동창,1987,OB,,0,0,0,0,0,0.0
679,김명구,1987,OB,,2,0,0,0,2,0.222
680,도이석,1987,OB,,3,2,0,0,1,0.16699999999999998
681,유지훤,1987,OB,SS,54,9,3,0,19,0.265
682,양세종,1987,OB,3B,34,4,1,1,8,0.24100000000000002
683,조범현,1987,OB,C,12,2,0,0,2,0.171
684,김용철,1987,롯데,2B,120,32,2,7,42,0.386
685,한영준,1987,롯데,3B,107,15,3,6,38,0.376
686,홍문종,1987,롯데,RF,119,19,4,7,40,0.35600000000000004
687,정구선,1987,롯데,SS,84,14,2,9,53,0.363
688,김민호,1987,롯데,1B,89,15,2,4,50,0.358
689,김용운,1987,롯데,C,76,10,0,1,19,0.32799999999999996
690,유두열,1987,롯데,DH,70,15,2,4,22,0.36200000000000004
691,정영기,1987,롯데,2B,80,7,1,0,23,0.336
692,최계영,1987,롯데,CF,36,7,2,1,21,0.305
693,김용희,1987,롯데,3B,24,4,2,1,14,0.315
694,박태호,1987,롯데,1B,22,4,0,0,5,0.34600000000000003
695,임경택,1987,롯데,,15,3,1,0,5,0.294
696,박영태,1987,롯데,2B,10,2,0,0,5,0.315
697,한문연,1987,롯데,C,11,1,2,0,6,0.27899999999999997
698,정인교,1987,롯데,C,6,0,0,0,4,0.33299999999999996
699,박희찬,1987,롯데,C,3,0,0,0,0,0.3
700,김석일,1987,롯데,,2,0,0,0,0,0.28600000000000003
701,전종화,1987,롯데,C,0,0,0,0,0,0.0
702,이재성,1987,롯데,,0,0,0,0,1,0.14300000000000002
703,이창원,1987,롯데,,0,0,0,0,0,0.0
704,조성옥,1987,롯데,LF,40,2,1,0,22,0.326
705,김재상,1987,롯데,RF,17,1,1,0,7,0.3
706,정국헌,1987,롯데,,0,0,0,0,1,0.111
707,박용성,1987,롯데,,0,0,0,0,0,0.0
708,정학수,1987,롯데,1B,26,8,1,0,5,0.267
709,우경하,1987,롯데,1B,13,2,1,0,7,0.281
710,고원부,1987,빙그레,RF,123,14,1,7,53,0.406
711,이정훈,1987,빙그레,RF,124,13,7,4,35,0.405
712,유승안,1987,빙그레,C,101,15,1,12,23,0.35100000000000003
713,장종훈,1987,빙그레,SS,76,15,0,8,30,0.359
714,김상국,1987,빙그레,C,70,9,2,3,18,0.303
715,전대영,1987,빙그레,1B,57,8,2,5,11,0.345
716,이강돈,1987,빙그레,LF,99,13,4,3,24,0.321
717,강정길,1987,빙그레,1B,61,12,1,0,29,0.355
718,김수길,1987,빙그레,,19,4,0,1,6,0.32899999999999996
719,조용호,1987,빙그레,RF,16,3,0,0,6,0.4
720,임정면,1987,빙그레,2B,17,2,0,1,7,0.32
721,김종문,1987,빙그레,C,9,2,0,0,3,0.4
722,이중화,1987,빙그레,CF,17,3,0,0,5,0.34299999999999997
723,이광길,1987,빙그레,CF,30,5,0,1,25,0.332
724,김성갑,1987,빙그레,3B,88,19,1,0,27,0.287
725,윤홍식,1987,빙그레,,1,0,1,0,0,0.375
726,정상진,1987,빙그레,,27,6,1,0,7,0.28600000000000003
727,김한근,1987,빙그레,3B,11,1,0,2,4,0.267
728,김성호,1987,빙그레,C,0,0,0,0,0,0.0
729,김정태,1987,빙그레,1B,0,0,0,0,1,0.2
730,김종수,1987,빙그레,,14,0,0,0,8,0.303
731,황병일,1987,빙그레,2B,11,0,1,1,4,0.25
732,유해덕,1987,빙그레,,1,0,0,0,0,0.083
733,이만수,1987,삼성,C,103,14,1,18,47,0.431
734,김성래,1987,삼성,2B,111,11,1,22,45,0.413
735,장효조,1987,삼성,RF,110,16,4,2,41,0.461
736,허규옥,1987,삼성,LF,104,17,7,3,21,0.369
737,류중일,1987,삼성,SS,101,17,2,2,39,0.36200000000000004
738,장태수,1987,삼성,CF,75,15,3,8,36,0.368
739,오대석,1987,삼성,3B,79,13,2,6,20,0.37799999999999995
740,김동재,1987,삼성,2B,56,9,3,9,11,0.363
741,이종두,1987,삼성,1B,82,8,1,10,22,0.325
742,홍승규,1987,삼성,DH,89,13,3,7,28,0.34
743,박승호,1987,삼성,1B,54,10,0,4,24,0.38299999999999995
744,김용국,1987,삼성,3B,48,6,1,4,15,0.319
745,함학수,1987,삼성,2B,31,8,0,3,6,0.278
746,김종갑,1987,삼성,,9,2,0,1,5,0.326
747,손상득,1987,삼성,C,18,2,0,0,1,0.302
748,박정환,1987,삼성,1B,19,0,0,5,4,0.27399999999999997
749,최무영,1987,삼성,,5,0,0,1,6,0.33299999999999996
750,정성룡,1987,삼성,,4,1,1,0,1,0.263
751,김정수,1987,삼성,,2,0,0,0,0,0.25
752,구윤,1987,삼성,,17,1,0,0,4,0.284
753,이성근,1987,삼성,C,1,0,0,0,0,0.1
754,홍순호,1987,삼성,1B,2,1,0,0,4,0.24
755,김동기,1987,청보,C,97,21,0,9,51,0.374
756,정현발,1987,청보,RF,75,16,2,13,39,0.35
757,김윤환,1987,청보,LF,67,17,3,6,34,0.371
758,이해창,1987,청보,SS,76,14,3,3,37,0.31
759,김바위,1987,청보,2B,87,15,1,9,41,0.325
760,김진우,1987,청보,C,43,8,0,3,26,0.341
761,이선웅,1987,청보,3B,68,10,1,1,27,0.33
762,이광근,1987,청보,CF,40,8,1,0,13,0.327
763,양후승,1987,청보,,32,5,0,2,18,0.33299999999999996
764,김영균,1987,청보,,19,5,1,1,12,0.324
765,김한조,1987,청보,,17,4,0,1,9,0.325
766,양승관,1987,청보,CF,16,1,0,0,8,0.298
767,고광수,1987,청보,3B,1,0,0,0,1,0.4
768,김경갑,1987,청보,3B,8,1,0,2,3,0.22899999999999998
769,금광옥,1987,청보,C,11,3,0,0,2,0.23199999999999998
770,정진호,1987,청보,DH,74,13,1,2,33,0.327
771,김진근,1987,청보,,3,0,0,0,1,0.16699999999999998
772,김경남,1987,청보,2B,8,2,0,0,10,0.26
773,이연수,1987,청보,RF,1,0,0,0,2,0.16699999999999998
774,오덕환,1987,청보,,21,0,0,0,8,0.26899999999999996
775,권두조,1987,청보,1B,46,5,1,0,18,0.307
776,김근석,1987,청보,1B,38,4,0,2,7,0.253
777,김성한,1987,해태,1B,96,22,0,15,30,0.37799999999999995
778,김종모,1987,해태,RF,110,13,1,9,22,0.377
779,한대화,1987,해태,3B,71,16,0,13,47,0.348
780,서정환,1987,해태,2B,93,12,3,3,33,0.358
781,백인호,1987,해태,SS,82,10,4,3,16,0.316
782,김무종,1987,해태,C,55,8,1,7,22,0.293
783,이순철,1987,해태,CF,57,12,1,6,24,0.29100000000000004
784,김봉연,1987,해태,DH,92,11,2,6,27,0.331
785,김일환,1987,해태,2B,23,5,0,0,10,0.34
786,장채근,1987,해태,C,16,4,0,3,6,0.262
787,조재환,1987,해태,CF,55,7,0,0,28,0.311
788,김만후,1987,해태,,1,0,0,0,0,0.25
789,박철우,1987,해태,LF,11,1,0,1,4,0.294
790,장진범,1987,해태,,5,1,0,0,0,0.25
791,송일섭,1987,해태,LF,32,9,0,2,24,0.307
792,이건열,1987,해태,LF,16,2,0,1,5,0.275
793,차영화,1987,해태,2B,14,4,0,0,5,0.263
794,김준환,1987,해태,LF,34,7,0,2,15,0.265
795,김일권,1987,해태,RF,40,6,0,0,17,0.294
796,조충열,1987,해태,,7,1,0,0,0,0.11900000000000001
797,김상훈,1988,MBC,1B,108,15,4,8,32,0.42200000000000004
798,박흥식,1988,MBC,CF,95,12,4,4,28,0.365
799,윤덕규,1988,MBC,LF,107,13,5,1,39,0.375
800,김상호,1988,MBC,3B,72,17,2,7,17,0.32299999999999995
801,김재박,1988,MBC,SS,109,18,1,2,28,0.313
802,이광은,1988,MBC,LF,69,9,1,7,23,0.348
803,박철영,1988,MBC,C,29,9,0,4,14,0.32899999999999996
804,유고웅,1988,MBC,2B,42,5,2,0,19,0.337
805,김경표,1988,MBC,2B,36,5,1,0,22,0.35200000000000004
806,신언호,1988,MBC,CF,82,7,2,4,25,0.298
807,민경삼,1988,MBC,SS,27,2,2,0,7,0.28600000000000003
808,차동열,1988,MBC,C,9,1,0,1,0,0.25
809,심재원,1988,MBC,C,33,0,0,2,14,0.276
810,유지홍,1988,MBC,1B,43,6,0,1,12,0.318
811,서효인,1988,MBC,C,6,0,0,1,6,0.29600000000000004
812,강병선,1988,MBC,,0,0,0,0,0,0.0
813,조상헌,1988,MBC,,11,2,0,0,1,0.255
814,양현기,1988,MBC,,4,1,0,0,1,0.25
815,유광진,1988,MBC,,6,0,0,0,1,0.28600000000000003
816,김문영,1988,MBC,,4,1,0,0,1,0.20800000000000002
817,정태관,1988,MBC,,3,1,0,0,0,0.16699999999999998
818,송영운,1988,MBC,RF,0,0,0,0,1,0.091
819,최홍석,1988,MBC,,5,2,0,0,6,0.25
820,김영직,1988,MBC,RF,34,4,3,0,15,0.278
821,김용달,1988,MBC,2B,0,0,0,0,2,0.1
822,황윤태,1988,MBC,,4,1,0,0,4,0.191
823,김인식,1988,MBC,1B,13,1,0,0,3,0.198
824,송재박,1988,OB,3B,81,13,2,13,36,0.406
825,김광림,1988,OB,CF,97,21,4,2,30,0.3720000000000001
826,김광수,1988,OB,2B,104,20,1,6,48,0.344
827,양세종,1988,OB,SS,80,15,4,4,13,0.335
828,신경식,1988,OB,1B,109,12,3,4,25,0.33299999999999996
829,김경문,1988,OB,C,67,14,0,1,7,0.28800000000000003
830,구천서,1988,OB,2B,25,2,0,3,27,0.371
831,김영균,1988,OB,,27,5,0,0,11,0.3720000000000001
832,김호근,1988,OB,C,30,6,1,0,12,0.304
833,박노준,1988,OB,LF,35,5,2,4,11,0.294
834,길홍규,1988,OB,,3,0,0,1,1,0.4
835,이복근,1988,OB,,24,6,0,0,13,0.301
836,김명구,1988,OB,,8,0,0,1,2,0.303
837,박종훈,1988,OB,DH,88,11,1,3,33,0.32799999999999996
838,김원식,1988,OB,,0,0,0,0,0,0.0
839,최동창,1988,OB,,1,0,0,1,0,0.1
840,서일권,1988,OB,,0,0,0,0,0,0.0
841,구재서,1988,OB,,0,0,0,0,0,0.0
842,안대환,1988,OB,,4,1,0,1,1,0.192
843,박현영,1988,OB,C,1,0,0,0,0,0.083
844,윤동균,1988,OB,RF,9,1,0,0,5,0.28
845,유지훤,1988,OB,SS,48,5,3,0,19,0.259
846,이승희,1988,OB,3B,43,5,4,0,19,0.271
847,조범현,1988,OB,C,14,0,0,0,2,0.213
848,김형석,1988,OB,RF,25,3,0,0,6,0.256
849,김용철,1988,롯데,2B,111,21,2,18,34,0.35600000000000004
850,김민호,1988,롯데,1B,115,17,0,14,55,0.413
851,한영준,1988,롯데,3B,81,10,2,6,35,0.387
852,최계영,1988,롯데,CF,73,8,3,2,36,0.39399999999999996
853,홍문종,1988,롯데,RF,89,13,3,4,36,0.35200000000000004
854,정구선,1988,롯데,SS,74,9,1,12,40,0.309
855,유두열,1988,롯데,DH,93,9,2,7,31,0.348
856,김용희,1988,롯데,3B,48,7,0,0,6,0.32799999999999996
857,한문연,1988,롯데,C,31,8,0,0,9,0.326
858,김재상,1988,롯데,CF,21,3,0,2,7,0.319
859,김용운,1988,롯데,C,55,11,0,0,9,0.29
860,고정식,1988,롯데,C,8,0,0,0,1,0.529
861,이창원,1988,롯데,CF,9,2,2,1,2,0.3
862,김성현,1988,롯데,C,7,0,0,0,5,0.324
863,임경택,1988,롯데,,2,0,1,0,2,0.4
864,박영태,1988,롯데,2B,29,8,1,0,7,0.282
865,박용성,1988,롯데,RF,1,0,0,0,0,0.33299999999999996
866,정영기,1988,롯데,2B,37,5,1,0,13,0.293
867,정국헌,1988,롯데,,2,1,0,0,0,0.182
868,차영석,1988,롯데,C,2,0,0,0,0,0.2
869,박희찬,1988,롯데,C,0,0,0,0,1,0.222
870,이재성,1988,롯데,,10,2,0,0,6,0.281
871,정학수,1988,롯데,2B,1,0,0,0,1,0.16699999999999998
872,우경하,1988,롯데,,2,0,0,0,0,0.105
873,박태호,1988,롯데,1B,33,2,0,2,5,0.26899999999999996
874,조성옥,1988,롯데,LF,33,6,0,0,6,0.285
875,유승안,1988,빙그레,C,78,14,2,15,46,0.358
876,장종훈,1988,빙그레,SS,83,20,4,12,43,0.33799999999999997
877,이정훈,1988,빙그레,RF,113,20,3,4,37,0.377
878,이강돈,1988,빙그레,LF,118,26,3,4,27,0.355
879,고원부,1988,빙그레,RF,89,13,1,9,29,0.344
880,김한근,1988,빙그레,2B,59,10,0,5,17,0.353
881,강정길,1988,빙그레,1B,85,16,1,4,26,0.359
882,이광길,1988,빙그레,2B,45,13,0,3,17,0.33
883,김상국,1988,빙그레,C,40,9,1,4,18,0.305
884,이중화,1988,빙그레,CF,32,2,0,1,6,0.345
885,김성갑,1988,빙그레,3B,65,11,2,1,16,0.3
886,황병일,1988,빙그레,3B,15,3,0,1,5,0.35600000000000004
887,송일섭,1988,빙그레,CF,22,1,1,2,16,0.34299999999999997
888,김수길,1988,빙그레,,7,2,0,2,1,0.258
889,곽동열,1988,빙그레,,7,1,0,1,1,0.31
890,조양근,1988,빙그레,2B,40,7,1,3,13,0.271
891,박성현,1988,빙그레,,1,0,0,0,0,0.25
892,김종문,1988,빙그레,C,1,0,0,0,0,0.16699999999999998
893,유해덕,1988,빙그레,,0,0,0,0,0,0.0
894,김광윤,1988,빙그레,C,2,0,0,0,1,0.214
895,전대영,1988,빙그레,1B,17,3,1,2,8,0.27399999999999997
896,정상진,1988,빙그레,,6,0,0,0,1,0.259
897,임정면,1988,빙그레,,3,0,0,0,0,0.191
898,오효근,1988,빙그레,,1,0,0,0,0,0.071
899,조용호,1988,빙그레,LF,32,6,1,0,4,0.27899999999999997
900,김성래,1988,삼성,2B,110,18,2,10,58,0.45899999999999996
901,이만수,1988,삼성,C,92,13,0,18,41,0.419
902,장효조,1988,삼성,LF,89,12,2,4,49,0.419
903,장태수,1988,삼성,CF,77,7,4,8,38,0.361
904,이종두,1988,삼성,RF,90,17,3,9,34,0.365
905,김용국,1988,삼성,3B,95,11,1,3,32,0.35
906,허규옥,1988,삼성,CF,56,6,3,2,11,0.32799999999999996
907,박승호,1988,삼성,DH,57,9,1,7,10,0.33299999999999996
